hodnota,rok,orp,okres,kraj,typHodnoty,pohlavi,vekovaSkupina
5744.4852941176,2016,5303,,,1,1,0
362.85707327765,2016,5304,,,1,1,0
0,2016,5305,,,1,1,0
0,2016,5306,,,1,1,0
3136.601257671,2016,5307,,,1,1,0
1836.4703192867,2016,5308,,,1,1,0
1935.6584581589,2016,5309,,,1,1,0
4973.7411183194,2016,5310,,,1,1,0
1234.9639133921,2016,5311,,,1,1,0
671.74783619687,2016,5312,,,1,1,0
2383.6985774702,2016,5313,,,1,1,0
4369.0520331232,2016,5314,,,1,1,0
453.2967032967,2016,5315,,,1,1,0
350.5608974359,2016,6101,,,1,1,0
4175.5267736323,2016,6102,,,1,1,0
4217.0756999654,2016,6103,,,1,1,0
3322.7127901684,2016,6104,,,1,1,0
6864.8867313916,2016,6105,,,1,1,0
0,2016,6106,,,1,1,0
1126.6336187472,2016,6107,,,1,1,0
2979.5158286778,2016,6108,,,1,1,0
1550.7124895222,2016,6109,,,1,1,0
778.76739918543,2016,6110,,,1,1,0
1347.9529222412,2016,6111,,,1,1,0
1131.8446007954,2016,6112,,,1,1,0
4073.6441432929,2016,6113,,,1,1,0
3639.3989983306,2016,6114,,,1,1,0
2706.7739961399,2016,6115,,,1,1,0
3559.1150696739,2016,6201,,,1,1,0
1559.1862383159,2016,6202,,,1,1,0
3699.0272074486,2016,6203,,,1,1,0
2869.779880683,2016,6204,,,1,1,0
0,2016,6205,,,1,1,0
2024.642024642,2016,6206,,,1,1,0
2064.929949924,2016,6207,,,1,1,0
544.06964091404,2016,6208,,,1,1,0
842.8981348637,2016,6209,,,1,1,0
0,2016,6210,,,1,1,0
1921.8910585817,2016,6211,,,1,1,0
1081.9583446037,2016,6212,,,1,1,0
86.318515321536,2016,6213,,,1,1,0
1862.5663786954,2016,6214,,,1,1,0
2120.172428961,2016,6215,,,1,1,0
0,2016,6216,,,1,1,0
6.616819956329,2016,6217,,,1,1,0
1951.2195121951,2016,6218,,,1,1,0
1962.3907615481,2016,6219,,,1,1,0
867.86673473465,2016,6220,,,1,1,0
1314.8148148148,2016,6221,,,1,1,0
3422.5043003737,2016,7101,,,1,1,0
1984.740694917,2016,7102,,,1,1,0
295.47553093259,2016,7103,,,1,1,0
344.32525493312,2016,7104,,,1,1,0
1364.2105263158,2016,7105,,,1,1,0
21.90340597963,2016,7106,,,1,1,0
2039.7555842905,2016,7107,,,1,1,0
1639.1720079857,2016,7108,,,1,1,0
2705.7582152547,2016,7109,,,1,1,0
896.78510998308,2016,7110,,,1,1,0
7480.4299567707,2016,7111,,,1,1,0
1347.4667624865,2016,7112,,,1,1,0
275.73529411765,2016,7113,,,1,1,0
1952.3060796646,2016,7201,,,1,1,0
171.95261750096,2016,7202,,,1,1,0
2631.3450084452,2016,7203,,,1,1,0
475.72710563304,2016,7204,,,1,1,0
1607.7550537889,2016,7205,,,1,1,0
1867.5917895345,2016,7206,,,1,1,0
3480.7963916352,2016,7207,,,1,1,0
778.52348993289,2016,7208,,,1,1,0
10519.569304392,2016,7209,,,1,1,0
612.71506298711,2016,7210,,,1,1,0
598.65900383142,2016,7211,,,1,1,0
1071.4615597771,2016,7212,,,1,1,0
3687.7444725668,2016,7213,,,1,1,0
6027.031274556,2016,8101,,,1,1,0
1140.8909815284,2016,8102,,,1,1,0
2269.8750477438,2016,8103,,,1,1,0
951.47478591817,2016,8104,,,1,1,0
0,2016,8105,,,1,1,0
1448.0346799752,2016,8106,,,1,1,0
6130.0156546099,2016,8107,,,1,1,0
7877.0988322546,2016,8108,,,1,1,0
106.06596292742,2016,8109,,,1,1,0
4617.8485630394,2016,8110,,,1,1,0
1611.2360916885,2016,8111,,,1,1,0
3741.3121703554,2016,8112,,,1,1,0
6033.5831515037,2016,8113,,,1,1,0
10045.935690034,2016,8114,,,1,1,0
1620.4385706469,2016,8115,,,1,1,0
1039.4519253485,2016,8116,,,1,1,0
2305.1436421674,2016,8117,,,1,1,0
3006.2178967288,2016,8118,,,1,1,0
1554.3975435422,2016,8119,,,1,1,0
598.49738953266,2016,8120,,,1,1,0
2878.92877069,2016,8121,,,1,1,0
1680.7972631266,2016,8122,,,1,1,0
4112.9357987962,2017,1000,,,1,1,1
0,2017,2101,,,1,1,1
0,2017,2102,,,1,1,1
641.02564102564,2017,2103,,,1,1,1
5288.9324191969,2017,2104,,,1,1,1
0,2017,2105,,,1,1,1
2028.6986640277,2017,2106,,,1,1,1
3225.8064516129,2017,2107,,,1,1,1
3050.5641454242,2017,2108,,,1,1,1
2677.0457565977,2017,2109,,,1,1,1
3425.5599472991,2017,2110,,,1,1,1
0,2017,2111,,,1,1,1
0,2017,2112,,,1,1,1
6579.8987707881,2017,2113,,,1,1,1
3765.579421904,2017,2114,,,1,1,1
241.89114898296,2017,2115,,,1,1,1
0,2017,2116,,,1,1,1
0,2017,2117,,,1,1,1
1120.1937632455,2017,2118,,,1,1,1
819.33633756657,2017,2119,,,1,1,1
1343.7849944009,2017,2120,,,1,1,1
1884.6503178928,2017,2121,,,1,1,1
1675.4361672667,2017,2122,,,1,1,1
1684.7172081829,2017,2123,,,1,1,1
4272.2451384797,2017,2124,,,1,1,1
3896.7877830437,2017,2125,,,1,1,1
0,2017,2126,,,1,1,1
1135.2885525071,2017,3101,,,1,1,1
15956.077243468,2017,3102,,,1,1,1
34390.791690062,2017,3103,,,1,1,1
212.76595744681,2017,3104,,,1,1,1
8038.9429763561,2017,3105,,,1,1,1
0,2017,3106,,,1,1,1
9695.5128205128,2017,3107,,,1,1,1
24000,2017,3108,,,1,1,1
41588.257433195,2017,3109,,,1,1,1
3039.5136778116,2017,3110,,,1,1,1
3181.9418003807,2017,3111,,,1,1,1
3206.5388242691,2017,3112,,,1,1,1
0,2017,3113,,,1,1,1
109.17030567686,2017,3114,,,1,1,1
3196.3470319635,2017,3115,,,1,1,1
3966.0056657224,2017,3116,,,1,1,1
7081.5450643777,2017,3117,,,1,1,1
0,2017,3201,,,1,1,1
5244.8657187994,2017,3202,,,1,1,1
2781.1366384522,2017,3203,,,1,1,1
0,2017,3204,,,1,1,1
20423.444358379,2017,3205,,,1,1,1
0,2017,3206,,,1,1,1
0,2017,3207,,,1,1,1
3236.5145228216,2017,3208,,,1,1,1
480.8362369338,2017,3209,,,1,1,1
402.29885057471,2017,3210,,,1,1,1
1611.1991547808,2017,3211,,,1,1,1
3738.3177570093,2017,3212,,,1,1,1
0,2017,3213,,,1,1,1
10094.813162298,2017,3214,,,1,1,1
1188.8111888112,2017,3215,,,1,1,1
0,2017,4101,,,1,1,1
4142.0118343195,2017,4102,,,1,1,1
13333.333333333,2017,4103,,,1,1,1
1551.8913676043,2017,4104,,,1,1,1
4164.3218908272,2017,4105,,,1,1,1
1318.781264211,2017,4106,,,1,1,1
1567.6567656766,2017,4107,,,1,1,1
0,2017,4201,,,1,1,1
5058.1846392552,2017,4202,,,1,1,1
13799.908911492,2017,4203,,,1,1,1
18303.571428571,2017,4204,,,1,1,1
2198.2495420313,2017,4205,,,1,1,1
5631.0036435906,2017,4206,,,1,1,1
845.07042253521,2017,4207,,,1,1,1
1443.3919711322,2017,4208,,,1,1,1
1605.6944214534,2017,4209,,,1,1,1
323.88663967611,2017,4210,,,1,1,1
1631.2056737589,2017,4211,,,1,1,1
0,2017,4212,,,1,1,1
4318.2865039152,2017,4213,,,1,1,1
4725.2747252747,2017,4214,,,1,1,1
0,2017,4215,,,1,1,1
1020.4081632653,2017,4216,,,1,1,1
906.67500390808,2017,5101,,,1,1,1
2221.100454316,2017,5102,,,1,1,1
4424.9634731789,2017,5103,,,1,1,1
1659.0389016018,2017,5104,,,1,1,1
6537.1900826446,2017,5105,,,1,1,1
0,2017,5106,,,1,1,1
592.59259259259,2017,5107,,,1,1,1
0,2017,5108,,,1,1,1
780.95946448494,2017,5109,,,1,1,1
0,2017,5110,,,1,1,1
2711.0766847405,2017,5201,,,1,1,1
0,2017,5202,,,1,1,1
14881.240911294,2017,5203,,,1,1,1
3223.5939643347,2017,5204,,,1,1,1
2620.8097518502,2017,5205,,,1,1,1
0,2017,5206,,,1,1,1
9384.6153846154,2017,5207,,,1,1,1
1263.1578947368,2017,5208,,,1,1,1
4048.1627569026,2017,5209,,,1,1,1
4508.1967213115,2017,5210,,,1,1,1
977.77777777778,2017,5211,,,1,1,1
8339.8898505114,2017,5212,,,1,1,1
11256.830601093,2017,5213,,,1,1,1
6205.2017202539,2017,5214,,,1,1,1
2790.2790279028,2017,5215,,,1,1,1
1931.330472103,2017,5301,,,1,1,1
3165.7355679702,2017,5302,,,1,1,1
0,2017,5303,,,1,1,1
420.73628850488,2017,5304,,,1,1,1
0,2017,5305,,,1,1,1
0,2017,5306,,,1,1,1
3840.877914952,2017,5307,,,1,1,1
2236.9089984748,2017,5308,,,1,1,1
6281.2620238553,2017,5309,,,1,1,1
0,2017,5310,,,1,1,1
0,2017,5311,,,1,1,1
5054.5895673271,2017,5312,,,1,1,1
0,2017,5313,,,1,1,1
700.58997050147,2017,5314,,,1,1,1
537.63440860215,2017,5315,,,1,1,1
1631.543167913,2017,6101,,,1,1,1
5547.7528089888,2017,6102,,,1,1,1
220.75055187638,2017,6103,,,1,1,1
0,2017,6104,,,1,1,1
5705.0204179678,2017,6105,,,1,1,1
1448.4007242004,2017,6106,,,1,1,1
493.58341559724,2017,6107,,,1,1,1
4246.8480424685,2017,6108,,,1,1,1
0,2017,6109,,,1,1,1
302.48033877798,2017,6110,,,1,1,1
2463.768115942,2017,6111,,,1,1,1
0,2017,6112,,,1,1,1
2122.4346605859,2017,6113,,,1,1,1
3433.7544541626,2017,6114,,,1,1,1
0,2017,6115,,,1,1,1
3675.2136752137,2017,6201,,,1,1,1
1584.2534805569,2017,6202,,,1,1,1
925.73473742171,2017,6203,,,1,1,1
5650.1021102791,2017,6204,,,1,1,1
0,2017,6205,,,1,1,1
3650.6159014558,2017,6206,,,1,1,1
2912.2807017544,2017,6207,,,1,1,1
271.73913043478,2017,6208,,,1,1,1
1420.0641319285,2017,6209,,,1,1,1
0,2017,6210,,,1,1,1
2356.0209424084,2017,6211,,,1,1,1
3571.4285714286,2017,6212,,,1,1,1
0,2017,6213,,,1,1,1
4392.1916592724,2017,6214,,,1,1,1
1736.2740497419,2017,6215,,,1,1,1
0,2017,6216,,,1,1,1
0,2017,6217,,,1,1,1
1963.746223565,2017,6218,,,1,1,1
1965.9554063774,2017,6219,,,1,1,1
338.61573885954,2017,6220,,,1,1,1
0,2017,6221,,,1,1,1
4357.5418994413,2017,7101,,,1,1,1
7453.8745387454,2017,7102,,,1,1,1
0,2017,7103,,,1,1,1
592.2165820643,2017,7104,,,1,1,1
2735.4024197791,2017,7105,,,1,1,1
0,2017,7106,,,1,1,1
1862.30662072,2017,7107,,,1,1,1
2074.5293891663,2017,7108,,,1,1,1
6857.7107835017,2017,7109,,,1,1,1
2416.4524421594,2017,7110,,,1,1,1
4745.002802167,2017,7111,,,1,1,1
3056.5167243368,2017,7112,,,1,1,1
9549.6894409938,2017,7113,,,1,1,1
3199.268738574,2017,7201,,,1,1,1
120.99213551119,2017,7202,,,1,1,1
591.82894234441,2017,7203,,,1,1,1
0,2017,7204,,,1,1,1
1761.252446184,2017,7205,,,1,1,1
1643.5354273192,2017,7206,,,1,1,1
990.09900990099,2017,7207,,,1,1,1
3329.9180327869,2017,7208,,,1,1,1
25013.9586823,2017,7209,,,1,1,1
177.46228926353,2017,7210,,,1,1,1
0,2017,7211,,,1,1,1
12022.825659189,2017,7212,,,1,1,1
2968.3634943367,2017,7213,,,1,1,1
8525.5767301906,2017,8101,,,1,1,1
1185.3022520743,2017,8102,,,1,1,1
2726.6288951841,2017,8103,,,1,1,1
1329.2433537832,2017,8104,,,1,1,1
0,2017,8105,,,1,1,1
1409.411229825,2017,8106,,,1,1,1
3649.2650785606,2017,8107,,,1,1,1
12347.798938495,2017,8108,,,1,1,1
0,2017,8109,,,1,1,1
0,2017,8110,,,1,1,1
849.85835694051,2017,8111,,,1,1,1
1954.795357361,2017,8112,,,1,1,1
11161.217587373,2017,8113,,,1,1,1
32914.73892928,2017,8114,,,1,1,1
949.28803397452,2017,8115,,,1,1,1
2645.5026455026,2017,8116,,,1,1,1
2455.0526968382,2017,8117,,,1,1,1
2422.2704266088,2017,8118,,,1,1,1
2105.6894108119,2017,8119,,,1,1,1
781.92875760209,2017,8120,,,1,1,1
3287.1566095328,2017,8121,,,1,1,1
0,2017,8122,,,1,1,1
4023.2281422571,2016,,,CZ010,1,1,1
1881.9605741171,2016,,,CZ020,1,1,1
10595.843138806,2016,,,CZ031,1,1,1
5087.8732644749,2016,,,CZ032,1,1,1
10426.395496007,2016,,,CZ041,1,1,1
5201.8888789264,2016,,,CZ042,1,1,1
4056.3585026977,2016,,,CZ051,1,1,1
5034.2346524312,2016,,,CZ052,1,1,1
2558.1055401257,2016,,,CZ053,1,1,1
4987.2090372584,2016,,,CZ063,1,1,1
2439.8421024171,2016,,,CZ064,1,1,1
3358.5273680361,2016,,,CZ071,1,1,1
3060.2551343527,2016,,,CZ072,1,1,1
3844.7826979377,2016,,,CZ080,1,1,1
4187.8342086559,2016,,,CZ000,1,1,1
4023.2281422571,2016,1000,,,1,1,1
157.6354679803,2016,2101,,,1,1,1
125.31328320802,2016,2102,,,1,1,1
679.1483113069,2016,2103,,,1,1,1
3043.9121756487,2016,2104,,,1,1,1
0,2016,2105,,,1,1,1
3492.552645095,2016,2106,,,1,1,1
3252.0325203252,2016,2107,,,1,1,1
3049.5552731893,2016,2108,,,1,1,1
2599.1659392881,2016,2109,,,1,1,1
3604.0077762823,2016,2110,,,1,1,1
8521.8702865762,2016,2111,,,1,1,1
0,2016,2112,,,1,1,1
7452.7252502781,2016,2113,,,1,1,1
3363.8320775027,2016,2114,,,1,1,1
266.72593909758,2016,2115,,,1,1,1
757.05437026841,2016,2116,,,1,1,1
371.47102526003,2016,2117,,,1,1,1
2615.5717761557,2016,2118,,,1,1,1
2881.0020876827,2016,2119,,,1,1,1
3326.4033264033,2016,2120,,,1,1,1
1562.1410521479,2016,2121,,,1,1,1
1718.9514396218,2016,2122,,,1,1,1
1934.7037484885,2016,2123,,,1,1,1
1485.4426619133,2016,2124,,,1,1,1
8127.0182992465,2016,2125,,,1,1,1
0,2016,2126,,,1,1,1
1031.894934334,2016,3101,,,1,1,1
15420.813083391,2016,3102,,,1,1,1
26266.628927257,2016,3103,,,1,1,1
69.444444444444,2016,3104,,,1,1,1
8992.2048997773,2016,3105,,,1,1,1
0,2016,3106,,,1,1,1
10207.336523126,2016,3107,,,1,1,1
21332.046332046,2016,3108,,,1,1,1
20842.824601367,2016,3109,,,1,1,1
800.98582871226,2016,3110,,,1,1,1
4230.4480935152,2016,3111,,,1,1,1
4777.8843080857,2016,3112,,,1,1,1
0,2016,3113,,,1,1,1
605.0605060506,2016,3114,,,1,1,1
456.62100456621,2016,3115,,,1,1,1
3892.4274593064,2016,3116,,,1,1,1
0,2016,3117,,,1,1,1
209.2050209205,2016,3201,,,1,1,1
8636.073932441,2016,3202,,,1,1,1
2564.1025641026,2016,3203,,,1,1,1
0,2016,3204,,,1,1,1
18219.248584663,2016,3205,,,1,1,1
614.25061425061,2016,3206,,,1,1,1
0,2016,3207,,,1,1,1
3177.6094276094,2016,3208,,,1,1,1
2623.5335940277,2016,3209,,,1,1,1
409.83606557377,2016,3210,,,1,1,1
5568.9424364123,2016,3211,,,1,1,1
4468.9800210305,2016,3212,,,1,1,1
956.93779904306,2016,3213,,,1,1,1
20291.479820628,2016,3214,,,1,1,1
1953.125,2016,3215,,,1,1,1
0,2016,4101,,,1,1,1
7915.4375614553,2016,4102,,,1,1,1
15596.181847597,2016,4103,,,1,1,1
1934.2359767892,2016,4104,,,1,1,1
51788.756388416,2016,4105,,,1,1,1
2285.9704168534,2016,4106,,,1,1,1
1979.5447047179,2016,4107,,,1,1,1
529.72336668629,2016,4201,,,1,1,1
6502.1725636251,2016,4202,,,1,1,1
12237.442922374,2016,4203,,,1,1,1
22371.967654987,2016,4204,,,1,1,1
2258.26319031,2016,4205,,,1,1,1
9175.5319148936,2016,4206,,,1,1,1
936.96763202726,2016,4207,,,1,1,1
1832.3408153917,2016,4208,,,1,1,1
615.23112736947,2016,4209,,,1,1,1
3400.8097165992,2016,4210,,,1,1,1
1302.4602026049,2016,4211,,,1,1,1
1507.9073188672,2016,4212,,,1,1,1
3963.5902753773,2016,4213,,,1,1,1
4988.4572919803,2016,4214,,,1,1,1
2326.968973747,2016,4215,,,1,1,1
313.62007168459,2016,4216,,,1,1,1
3928.4017107556,2016,5101,,,1,1,1
1723.2640648758,2016,5102,,,1,1,1
4507.7610036147,2016,5103,,,1,1,1
4107.2447233314,2016,5104,,,1,1,1
5147.7358332636,2016,5105,,,1,1,1
3177.7557100298,2016,5106,,,1,1,1
3457.0411794611,2016,5107,,,1,1,1
5249.513933895,2016,5108,,,1,1,1
1138.5199240987,2016,5109,,,1,1,1
2925.2437703142,2016,5110,,,1,1,1
3450.9202453988,2016,5201,,,1,1,1
2799.7565429093,2016,5202,,,1,1,1
10194.174757282,2016,5203,,,1,1,1
8362.1285418106,2016,5204,,,1,1,1
3638.7782204515,2016,5205,,,1,1,1
2750,2016,5206,,,1,1,1
9857.3281452659,2016,5207,,,1,1,1
739.9577167019,2016,5208,,,1,1,1
3629.1995022812,2016,5209,,,1,1,1
4016.4778578785,2016,5210,,,1,1,1
1170.1170117012,2016,5211,,,1,1,1
12187.5,2016,5212,,,1,1,1
8069.270449521,2016,5213,,,1,1,1
3243.5740514076,2016,5214,,,1,1,1
6258.565555048,2016,5215,,,1,1,1
0,2016,5301,,,1,1,1
5528.2555282555,2016,5302,,,1,1,1
5354.7523427041,2016,5303,,,1,1,1
1517.4506828528,2016,5304,,,1,1,1
0,2016,5305,,,1,1,1
0,2016,5306,,,1,1,1
1958.041958042,2016,5307,,,1,1,1
2965.6607700312,2016,5308,,,1,1,1
3128.9847964689,2016,5309,,,1,1,1
6172.8395061728,2016,5310,,,1,1,1
1703.9403620873,2016,5311,,,1,1,1
1251.5139281389,2016,5312,,,1,1,1
0,2016,5313,,,1,1,1
6901.6697588126,2016,5314,,,1,1,1
746.88796680498,2016,5315,,,1,1,1
1306.7400275103,2016,6101,,,1,1,1
4565.8859711379,2016,6102,,,1,1,1
12453.942520265,2016,6103,,,1,1,1
4187.1921182266,2016,6104,,,1,1,1
11374.064235692,2016,6105,,,1,1,1
0,2016,6106,,,1,1,1
1720.6477732794,2016,6107,,,1,1,1
4290.4290429043,2016,6108,,,1,1,1
1996.9278033794,2016,6109,,,1,1,1
1038.8023220287,2016,6110,,,1,1,1
2904.8656499637,2016,6111,,,1,1,1
302.72452068618,2016,6112,,,1,1,1
1900.7391763464,2016,6113,,,1,1,1
3858.8390501319,2016,6114,,,1,1,1
5347.1196454948,2016,6115,,,1,1,1
3373.4939759036,2016,6201,,,1,1,1
1092.7634774162,2016,6202,,,1,1,1
3371.6932145113,2016,6203,,,1,1,1
7938.6867993594,2016,6204,,,1,1,1
0,2016,6205,,,1,1,1
2503.3829499323,2016,6206,,,1,1,1
2227.0114942529,2016,6207,,,1,1,1
277.77777777778,2016,6208,,,1,1,1
1210.9920819748,2016,6209,,,1,1,1
0,2016,6210,,,1,1,1
3040.3172504957,2016,6211,,,1,1,1
2837.3266078184,2016,6212,,,1,1,1
178.25311942959,2016,6213,,,1,1,1
4151.4598540146,2016,6214,,,1,1,1
2623.9067055394,2016,6215,,,1,1,1
0,2016,6216,,,1,1,1
0,2016,6217,,,1,1,1
5478.4240150094,2016,6218,,,1,1,1
2630.2971261568,2016,6219,,,1,1,1
232.71731690623,2016,6220,,,1,1,1
1201.6021361816,2016,6221,,,1,1,1
4031.3549832027,2016,7101,,,1,1,1
6622.7588730333,2016,7102,,,1,1,1
1236.2637362637,2016,7103,,,1,1,1
505.90219224283,2016,7104,,,1,1,1
3766.5782493369,2016,7105,,,1,1,1
0,2016,7106,,,1,1,1
2551.0965239445,2016,7107,,,1,1,1
2417.2699069286,2016,7108,,,1,1,1
6932.3509711989,2016,7109,,,1,1,1
2507.8369905956,2016,7110,,,1,1,1
3888.577304169,2016,7111,,,1,1,1
3953.488372093,2016,7112,,,1,1,1
431.54178109062,2016,7113,,,1,1,1
1746.3235294118,2016,7201,,,1,1,1
123.45679012346,2016,7202,,,1,1,1
1706.9428461834,2016,7203,,,1,1,1
510.94890510949,2016,7204,,,1,1,1
1543.8054805095,2016,7205,,,1,1,1
2778.8069655428,2016,7206,,,1,1,1
4124.9439545658,2016,7207,,,1,1,1
1182.8233479043,2016,7208,,,1,1,1
22747.747747748,2016,7209,,,1,1,1
29.985007496252,2016,7210,,,1,1,1
3250.773993808,2016,7211,,,1,1,1
2365.4642223536,2016,7212,,,1,1,1
3063.1106416689,2016,7213,,,1,1,1
7923.7713139418,2016,8101,,,1,1,1
1574.8031496063,2016,8102,,,1,1,1
3440.9365023058,2016,8103,,,1,1,1
917.43119266055,2016,8104,,,1,1,1
0,2016,8105,,,1,1,1
1093.8399539436,2016,8106,,,1,1,1
9119.170984456,2016,8107,,,1,1,1
12659.409020218,2016,8108,,,1,1,1
128.61736334405,2016,8109,,,1,1,1
3422.0532319392,2016,8110,,,1,1,1
1296.1762799741,2016,8111,,,1,1,1
2978.2007982806,2016,8112,,,1,1,1
10211.066742727,2016,8113,,,1,1,1
13388.157894737,2016,8114,,,1,1,1
964.46700507614,2016,8115,,,1,1,1
2637.5282592313,2016,8116,,,1,1,1
4050.6958250497,2016,8117,,,1,1,1
3905.1094890511,2016,8118,,,1,1,1
2577.509088681,2016,8119,,,1,1,1
696.86411149826,2016,8120,,,1,1,1
4388.8626710713,2016,8121,,,1,1,1
1870.9073900842,2016,8122,,,1,1,1
4023.2281422571,2016,,CZ0100,,1,1,1
2003.7807183365,2016,,CZ0201,,1,1,1
994.33606041536,2016,,CZ0202,,1,1,1
2325.4113345521,2016,,CZ0203,,1,1,1
3672.4506774424,2016,,CZ0204,,1,1,1
1079.8371393167,2016,,CZ0205,,1,1,1
3985.4272466328,2016,,CZ0206,,1,1,1
334.92822966507,2016,,CZ0207,,1,1,1
4140.0162809629,2016,,CZ0208,,1,1,1
1084.4046953605,2016,,CZ0209,,1,1,1
0,2016,,CZ020A,,1,1,1
3053.0923784937,2016,,CZ020B,,1,1,1
1560.7069084232,2016,,CZ020C,,1,1,1
12810.84191012,2016,,CZ0311,,1,1,1
17911.600077205,2016,,CZ0312,,1,1,1
4893.3683903009,2016,,CZ0313,,1,1,1
18751.158050769,2016,,CZ0314,,1,1,1
14928.324270885,2016,,CZ0315,,1,1,1
2924.8160775166,2016,,CZ0316,,1,1,1
3958.8884659307,2016,,CZ0317,,1,1,1
5563.5393143092,2016,,CZ0321,,1,1,1
16823.438704703,2016,,CZ0322,,1,1,1
2622.9741256753,2016,,CZ0323,,1,1,1
1947.3793246323,2016,,CZ0324,,1,1,1
2524.3022891188,2016,,CZ0325,,1,1,1
5565.9620016056,2016,,CZ0326,,1,1,1
1644.9791308618,2016,,CZ0327,,1,1,1
16668.918006214,2016,,CZ0411,,1,1,1
12064.661832878,2016,,CZ0412,,1,1,1
1972.6645061294,2016,,CZ0413,,1,1,1
4605.8704079749,2016,,CZ0421,,1,1,1
15650.857719475,2016,,CZ0422,,1,1,1
1894.8655256724,2016,,CZ0423,,1,1,1
1175.4587155963,2016,,CZ0424,,1,1,1
3467.7598050078,2016,,CZ0425,,1,1,1
3399.7881151883,2016,,CZ0426,,1,1,1
4983.4553293894,2016,,CZ0427,,1,1,1
3745.4981992797,2016,,CZ0511,,1,1,1
4359.0791445307,2016,,CZ0512,,1,1,1
4522.3329384712,2016,,CZ0513,,1,1,1
2957.036006262,2016,,CZ0514,,1,1,1
4508.5877862595,2016,,CZ0521,,1,1,1
8611.0668154999,2016,,CZ0522,,1,1,1
3133.1297364552,2016,,CZ0523,,1,1,1
4466.8587896254,2016,,CZ0524,,1,1,1
5529.4503332969,2016,,CZ0525,,1,1,1
2311.716753863,2016,,CZ0531,,1,1,1
3171.9163968207,2016,,CZ0532,,1,1,1
2784.3088726643,2016,,CZ0533,,1,1,1
1828.2846388242,2016,,CZ0534,,1,1,1
4151.724137931,2016,,CZ0631,,1,1,1
10206.285776002,2016,,CZ0632,,1,1,1
4094.7867298578,2016,,CZ0633,,1,1,1
1503.4880923743,2016,,CZ0634,,1,1,1
4071.1925823297,2016,,CZ0635,,1,1,1
2292.6267281106,2016,,CZ0641,,1,1,1
3371.6932145113,2016,,CZ0642,,1,1,1
834.63745435576,2016,,CZ0643,,1,1,1
5250.4038772213,2016,,CZ0644,,1,1,1
2299.5705082319,2016,,CZ0645,,1,1,1
2195.1219512195,2016,,CZ0646,,1,1,1
697.33438308402,2016,,CZ0647,,1,1,1
6625.1830161054,2016,,CZ0711,,1,1,1
2795.2443857332,2016,,CZ0712,,1,1,1
2316.2372961475,2016,,CZ0713,,1,1,1
5365.3084036175,2016,,CZ0714,,1,1,1
2365.5217109527,2016,,CZ0715,,1,1,1
1389.0642757924,2016,,CZ0721,,1,1,1
3043.7659514132,2016,,CZ0722,,1,1,1
1754.8571940192,2016,,CZ0723,,1,1,1
4984.5307665865,2016,,CZ0724,,1,1,1
7310.1085094232,2016,,CZ0801,,1,1,1
3114.8915778124,2016,,CZ0802,,1,1,1
5679.1473080077,2016,,CZ0803,,1,1,1
2710.7438016529,2016,,CZ0804,,1,1,1
3784.7892967017,2016,,CZ0805,,1,1,1
2575.8256112993,2016,,CZ0806,,1,1,1
4112.9357987962,2017,,CZ0100,,1,1,1
914.82259859068,2017,,CZ0201,,1,1,1
896.25537139349,2017,,CZ0202,,1,1,1
3068.1899834734,2017,,CZ0203,,1,1,1
3189.1453090572,2017,,CZ0204,,1,1,1
1886.1334264757,2017,,CZ0205,,1,1,1
1540.7986111111,2017,,CZ0206,,1,1,1
207.90020790021,2017,,CZ0207,,1,1,1
2736.1190612479,2017,,CZ0208,,1,1,1
1041.3311862587,2017,,CZ0209,,1,1,1
0,2017,,CZ020A,,1,1,1
1827.0401948843,2017,,CZ020B,,1,1,1
1885.9350147694,2017,,CZ020C,,1,1,1
13464.076937583,2017,,CZ0311,,1,1,1
23440.4898584,2017,,CZ0312,,1,1,1
4302.0193151888,2017,,CZ0313,,1,1,1
20727.005691206,2017,,CZ0314,,1,1,1
28532.809043991,2017,,CZ0315,,1,1,1
3442.1888790821,2017,,CZ0316,,1,1,1
3171.8281718282,2017,,CZ0317,,1,1,1
3367.8230878474,2017,,CZ0321,,1,1,1
15317.118226601,2017,,CZ0322,,1,1,1
481.50732728542,2017,,CZ0323,,1,1,1
1613.5620915033,2017,,CZ0324,,1,1,1
2408.5224641038,2017,,CZ0325,,1,1,1
1609.9234626551,2017,,CZ0326,,1,1,1
821.65297245046,2017,,CZ0327,,1,1,1
3278.2443782173,2017,,CZ0411,,1,1,1
10182.207931404,2017,,CZ0412,,1,1,1
1565.1438240271,2017,,CZ0413,,1,1,1
3009.6011816839,2017,,CZ0421,,1,1,1
15319.662243667,2017,,CZ0422,,1,1,1
1869.7225572979,2017,,CZ0423,,1,1,1
810.23454157783,2017,,CZ0424,,1,1,1
2947.3451815874,2017,,CZ0425,,1,1,1
3613.4129890152,2017,,CZ0426,,1,1,1
4720.0878155873,2017,,CZ0427,,1,1,1
689.40924759301,2017,,CZ0511,,1,1,1
2838.7787895019,2017,,CZ0512,,1,1,1
5747.1264367816,2017,,CZ0513,,1,1,1
1062.9178810218,2017,,CZ0514,,1,1,1
3188.4057971014,2017,,CZ0521,,1,1,1
7215.0299968424,2017,,CZ0522,,1,1,1
2723.4715787095,2017,,CZ0523,,1,1,1
5276.5013468547,2017,,CZ0524,,1,1,1
